trialIdx,primeName,primeAngleYaw,targetName,targetAngleYaw,targetSide,arrowDirection,condition,correctResponse,response,roll,pitch,yaw,rt,timestamp,familiarityTarget,familiarityPrime,subject_id,session_format,explicit_acc_scenewise_prime,explicit_acc_scenewise_target,oc_acc_by_condition,oc_acc,arrowValidity,primeCondition
29,NeutralZimmerman,0,Zimmerman,-190,-90,left,2,closed,closed,8.83896,4.512706,-265.102,1.670898,828.7075,no,na,matisse348,inperson,NaN,NaN,0.866666666666667,0.942675159235669,valid,Neutral
30,RaunerBackHall,0,RaunerBackHall,-90,-90,left,1,closed,closed,9.888803,3.09291,-171.5405,1.406128,832.6058,no,no,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
31,BakerBerryCharter,-90,BakerBerryCharter,-180,-90,left,1,open,open,11.23863,5.529276,-262.6527,1.420166,836.6432,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
32,Umplebys,-50,Umplebys,40,90,right,1,closed,closed,-3.789276,5.210514,120.1301,1.294861,840.4579,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
33,NeutralBakerBerryCharter,0,BakerBerryCharter,-180,-90,left,2,open,open,10.41181,6.294505,-259.7792,0.9747314,844.4537,yes,na,matisse348,inperson,NaN,NaN,0.866666666666667,0.942675159235669,valid,Neutral
34,AllenSt,0,AllenSt,-90,-90,left,1,open,open,10.3989,4.465896,-169.1752,1.141785,848.1431,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
36,BakerBerry2nd,94,BakerBerry2nd,4,-90,left,1,closed,closed,10.38739,0.1794652,-72.53412,1.294922,855.8004,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
37,McLaughlinCluster,172,McLaughlinCluster,82,-90,left,1,closed,closed,5.418294,-1.035706,7.284241,1.155396,859.8934,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
38,Hop2,-1,Hop2,-91,-90,left,1,closed,closed,10.04362,-0.2215576,-172.0945,1.253052,863.6107,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
39,Umplebys,-50,Umplebys,-140,-90,left,1,open,open,9.217963,1.616653,-219.5923,1.072144,867.147,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
40,BakerBerryHistoric2,180,BakerBerryHistoric2,90,-90,left,1,closed,closed,9.616709,3.779954,7.861908,0.7518921,870.3909,unsure,unsure,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
41,NeutralUmplebys,0,Umplebys,-140,-90,right,4,open,open,6.483537,4.265689,-218.7286,1.27484106818409,876.1345,yes,na,matisse348,inperson,NaN,NaN,1,0.942675159235669,invalid,Neutral
42,RaunerBackHall,0,RaunerBackHall,90,90,right,1,open,open,-5.898468,2.668724,174.8019,1.434082,880.4089,no,no,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
43,BakerBerryCharter,-90,BakerBerryCharter,0,90,right,1,closed,closed,-6.405243,1.184072,92.5005,1.002441,884.0983,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
44,NeutralPineEntrance,0,PineEntrance,90,90,right,2,closed,closed,-6.45639,2.95579,176.7598,0.9190674,892.0867,yes,na,matisse348,inperson,NaN,NaN,0.866666666666667,0.942675159235669,valid,Neutral
45,53Commons,0,53Commons,90,90,left,3,open,open,-4.963806,3.02666,183.1393,1.23587110752892,896.5002,yes,yes,matisse348,inperson,NaN,NaN,0.952380952380952,0.942675159235669,invalid,Same-scene
47,Fairbanks,0,Fairbanks,-90,-90,right,3,open,open,9.383942,3.152423,-154.1229,1.58119906818022,905.2376,yes,yes,matisse348,inperson,NaN,NaN,0.952380952380952,0.942675159235669,invalid,Same-scene
48,NeutralMaynard,0,Maynard,90,90,right,2,closed,closed,-8.953003,1.462971,183.1626,1.15564,909.0816,yes,na,matisse348,inperson,NaN,NaN,0.866666666666667,0.942675159235669,valid,Neutral
49,BakerBerryHistoric2,180,BakerBerryHistoric2,270,90,left,3,open,open,-7.884338,3.136652,363.9807,1.27750710752475,913.3839,unsure,unsure,matisse348,inperson,NaN,NaN,0.952380952380952,0.942675159235669,invalid,Same-scene
50,Hop2,-1,Hop2,-91,-90,left,1,closed,closed,10.91167,2.436588,-155.9672,1.072021,917.3934,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
51,NeutralPineBackHall,0,PineBackHall,270,90,right,2,closed,closed,-9.664612,4.456206,365.2857,1.058105,921.283,yes,na,matisse348,inperson,NaN,NaN,0.866666666666667,0.942675159235669,valid,Neutral
52,BakerBerryCharter,-90,BakerBerryCharter,-180,-90,left,1,open,open,11.29969,2.561947,-251.0848,1.294983,925.3345,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
53,53Commons,0,53Commons,-90,-90,left,1,closed,closed,6.937812,4.52379,-164.6635,1.169556,954.5701,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
54,BakerBerry2nd,94,BakerBerry2nd,184,90,right,1,open,open,-1.742981,1.915916,261.0303,0.8493652,958.2177,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
55,Hop4,-3,Hop4,-93,-90,left,1,open,open,8.492855,8.522758,-164.4844,0.9191284,961.4756,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
56,MooreLot,180,MooreLot,270,90,right,1,open,open,-1.908325,3.611578,357.2456,1.350464,966.571,unsure,unsure,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
57,Hop4,-3,Hop4,-93,-90,left,1,open,open,8.432509,8.501989,-164.2056,0.8632813,969.8428,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
58,Fairbanks,0,Fairbanks,-90,-90,left,1,open,open,9.586408,5.581579,-158.4929,0.9746704,973.4069,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
59,Zimmerman,-100,Zimmerman,-10,90,right,1,open,open,-2.640045,4.971087,77.81608,0.9466553,976.971,no,no,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
60,NeutralAllenSt,0,AllenSt,-90,-90,right,4,open,open,8.692338,5.742617,-154.456,1.12173806818916,980.9706,yes,na,matisse348,inperson,NaN,NaN,1,0.942675159235669,invalid,Neutral
61,NeutralBakerBerry2nd,0,BakerBerry2nd,4,-90,left,2,closed,closed,8.867653,0.6086398,-75.51849,0.9746094,984.688,yes,na,matisse348,inperson,NaN,NaN,0.866666666666667,0.942675159235669,valid,Neutral
62,NeutralPineBackHall,0,PineBackHall,270,90,left,4,closed,closed,-5.726501,7.685021,347.5473,1.12460910752922,988.6279,yes,na,matisse348,inperson,NaN,NaN,1,0.942675159235669,invalid,Neutral
63,RollinsChapel3,177,RollinsChapel3,87,-90,left,1,open,open,6.746508,1.711922,16.38214,1.155334,992.6931,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
64,NeutralRaunerFirst,0,RaunerFirst,90,90,left,4,open,open,-2.85672,1.945927,162.749,1.239258,996.4482,yes,na,matisse348,inperson,NaN,NaN,1,0.942675159235669,invalid,Neutral
65,53Commons,0,53Commons,-90,-90,left,1,closed,closed,8.288916,1.74071,-160.0169,0.9606934,1003.66,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
66,Umplebys,-50,Umplebys,40,90,right,1,closed,closed,-4.097168,1.667385,116.2508,0.8911743,1009.229,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
68,NeutralMooreLot,0,MooreLot,270,90,right,2,open,open,-2.924744,3.101934,346.7782,1.058289,1021.935,unsure,na,matisse348,inperson,NaN,NaN,0.866666666666667,0.942675159235669,valid,Neutral
69,BakerBerry2nd,94,BakerBerry2nd,184,90,right,1,open,open,-2.900757,0.1996651,261.6448,0.8913574,1025.833,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
70,NeutralMcLaughlinCluster,0,McLaughlinCluster,262,90,left,4,open,open,-2.075073,4.541777,341.5787,0.929586107533394,1031.75,yes,na,matisse348,inperson,NaN,NaN,1,0.942675159235669,invalid,Neutral
71,NeutralFairbanks,0,Fairbanks,90,90,right,2,closed,closed,-6.082611,5.708747,178.2612,1.406128,1036.177,yes,na,matisse348,inperson,NaN,NaN,0.866666666666667,0.942675159235669,valid,Neutral
72,NeutralPineEntrance,0,PineEntrance,90,90,left,4,closed,closed,-2.4534,8.096816,174.8121,1.113892,1039.811,yes,na,matisse348,inperson,NaN,NaN,1,0.942675159235669,invalid,Neutral
73,NeutralRaunerBackHall,0,RaunerBackHall,90,90,left,4,open,open,-5.84552,8.400228,177.5085,1.267212,1043.798,no,na,matisse348,inperson,NaN,NaN,1,0.942675159235669,invalid,Neutral
74,Hop2,-1,Hop2,89,90,right,1,open,open,-3.546143,2.065439,175.3587,1.127808,1047.863,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
75,NeutralFairbanks,0,Fairbanks,-90,-90,right,4,open,open,8.745465,3.028634,-147.8284,1.782227,1052.416,yes,na,matisse348,inperson,NaN,NaN,1,0.942675159235669,invalid,Neutral
76,BakerBerryHistoric2,180,BakerBerryHistoric2,270,90,right,1,open,open,-5.858643,9.565888,366.4077,1.406128,1056.523,unsure,unsure,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
77,NeutralMcLaughlinCluster,0,McLaughlinCluster,82,-90,left,2,closed,closed,11.36338,5.661839,19.19586,1.22522,1060.894,yes,na,matisse348,inperson,NaN,NaN,0.866666666666667,0.942675159235669,valid,Neutral
78,53Commons,0,53Commons,-90,-90,left,1,closed,closed,10.27566,11.95449,-155.0483,1.09364706817783,1065.071,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
79,NeutralRollinsChapel3,0,RollinsChapel3,267,90,right,2,closed,closed,-6.303925,11.05165,360.6049,1.183716,1069.125,yes,na,matisse348,inperson,NaN,NaN,0.866666666666667,0.942675159235669,valid,Neutral
80,NeutralHop2,0,Hop2,89,90,right,2,open,open,-6.957275,7.789171,179.7414,1.002686,1072.596,yes,na,matisse348,inperson,NaN,NaN,0.866666666666667,0.942675159235669,valid,Neutral
81,Zimmerman,-100,Zimmerman,-10,90,left,3,open,open,-5.081909,6.166599,82.25677,1.475952,1076.62,no,no,matisse348,inperson,NaN,NaN,0.952380952380952,0.942675159235669,invalid,Same-scene
82,Hop2,-1,Hop2,89,90,right,1,open,open,-5.795013,1.60014,172.8857,0.8908691,1080.031,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
83,Umplebys,-50,Umplebys,-140,-90,left,1,open,open,6.554862,5.279662,-200.8,1.41402106818349,1084.388,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
84,MooreLot,180,MooreLot,270,90,right,1,open,open,-3.912384,10.04308,349.9206,0.9468994,1088.064,unsure,unsure,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
85,Zimmerman,-100,Zimmerman,-190,-90,left,1,closed,closed,7.456637,4.962698,-267.6025,1.08606,1091.628,no,no,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
87,NeutralRollinsChapel3,0,RollinsChapel3,87,-90,right,4,open,open,6.710045,-0.2975769,18.13934,1.114136,1098.84,yes,na,matisse348,inperson,NaN,NaN,1,0.942675159235669,invalid,Neutral
90,NeutralAllenSt,0,AllenSt,90,90,right,2,closed,closed,-4.62207,-2.389801,149.0056,1.183594,1109.88,yes,na,matisse348,inperson,NaN,NaN,0.866666666666667,0.942675159235669,valid,Neutral
91,NeutralMcLaughlinCluster,0,McLaughlinCluster,82,-90,right,4,closed,closed,5.947709,-4.281616,26.68008,1.197266,1114.085,yes,na,matisse348,inperson,NaN,NaN,1,0.942675159235669,invalid,Neutral
93,AllenSt,0,AllenSt,-90,-90,left,1,open,open,8.473342,2.714592,-160.4485,1.002441,1121.7,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
94,BakerBerry2nd,94,BakerBerry2nd,4,-90,left,1,closed,closed,8.288511,4.522935,-68.19995,0.8492432,1125.445,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
95,NeutralBakerBerryHistoric2,0,BakerBerryHistoric2,270,90,left,4,open,open,-3.463074,8.157819,358.6094,1.09586610752594,1129.622,unsure,na,matisse348,inperson,NaN,NaN,1,0.942675159235669,invalid,Neutral
96,Umplebys,-50,Umplebys,-140,-90,right,3,open,open,7.621843,4.875736,-206.8093,1.1354190681829,1133.966,yes,yes,matisse348,inperson,NaN,NaN,0.952380952380952,0.942675159235669,invalid,Same-scene
97,PineBackHall,180,PineBackHall,90,-90,left,1,open,open,12.96302,15.52095,12.64673,1.322754,1137.78,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
98,BakerBerry2nd,94,BakerBerry2nd,184,90,right,1,open,open,-4.258392,1.206755,250.9745,0.751709,1141.428,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
99,McLaughlinCluster,172,McLaughlinCluster,82,-90,left,1,closed,closed,10.93721,5.052218,9.001892,1.016724,1145.313,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
100,NeutralHop2,0,Hop2,-91,-90,right,4,closed,closed,7.371468,5.197367,-154.8588,1.14994306818796,1149.183,yes,na,matisse348,inperson,NaN,NaN,1,0.942675159235669,invalid,Neutral
101,MooreLot,180,MooreLot,270,90,left,3,open,open,-2.650909,0.6383231,345.089,1.43069710752445,1153.777,unsure,unsure,matisse348,inperson,NaN,NaN,0.952380952380952,0.942675159235669,invalid,Same-scene
102,RaunerFirst,0,RaunerFirst,-90,-90,left,1,closed,closed,8.748511,9.939787,-157.3732,1.169556,1157.647,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
103,PineBackHall,180,PineBackHall,270,90,left,3,closed,closed,-3.643311,7.82824,353.6357,1.23464210752475,1161.587,yes,yes,matisse348,inperson,NaN,NaN,0.952380952380952,0.942675159235669,invalid,Same-scene
104,Hop4,-3,Hop4,87,90,left,3,closed,closed,-2.416565,1.826158,156.6928,0.957324107531605,1165.5,yes,yes,matisse348,inperson,NaN,NaN,0.952380952380952,0.942675159235669,invalid,Same-scene
105,NeutralBakerBerry2nd,0,BakerBerry2nd,184,90,left,4,open,open,-3.369812,3.361571,262.0443,1.211426,1169.843,yes,na,matisse348,inperson,NaN,NaN,1,0.942675159235669,invalid,Neutral
106,NeutralBakerBerryHistoric2,0,BakerBerryHistoric2,270,90,right,2,open,open,-5.502258,1.499781,350.6573,1.016479,1173.867,unsure,na,matisse348,inperson,NaN,NaN,0.866666666666667,0.942675159235669,valid,Neutral
107,NeutralHop4,0,Hop4,-93,-90,right,4,open,open,6.114753,5.017492,-159.5788,1.26156106817843,1209.108,yes,na,matisse348,inperson,NaN,NaN,1,0.942675159235669,invalid,Neutral
108,Maynard,0,Maynard,90,90,right,1,closed,closed,-1.754822,2.280985,161.5255,1.086182,1213.104,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
109,Neutral53Commons,0,53Commons,-90,-90,right,4,closed,closed,7.80082,2.574158,-157.0918,0.9326172,1216.556,yes,na,matisse348,inperson,NaN,NaN,1,0.942675159235669,invalid,Neutral
110,RollinsChapel3,177,RollinsChapel3,267,90,right,1,closed,closed,-1.875031,-0.5364685,335.3642,1.127808,1220.176,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
111,NeutralUmplebys,0,Umplebys,-140,-90,left,2,open,open,6.669221,6.186691,-209.8945,0.8492432,1223.49,yes,na,matisse348,inperson,NaN,NaN,0.866666666666667,0.942675159235669,valid,Neutral
112,BakerBerryCharter,-90,BakerBerryCharter,0,90,left,3,closed,closed,-0.7558594,6.138319,74.49563,0.956955407531903,1226.845,yes,yes,matisse348,inperson,NaN,NaN,0.952380952380952,0.942675159235669,invalid,Same-scene
113,RaunerBackHall,0,RaunerBackHall,90,90,right,1,open,open,0.1927146,3.660748,152.0408,1.114136,1230.729,no,no,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
115,AllenSt,0,AllenSt,-90,-90,left,1,open,open,7.082101,3.440461,-157.227,0.9190674,1239.069,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
116,Fairbanks,0,Fairbanks,90,90,right,1,closed,closed,-4.740936,2.186224,173.5493,1.197266,1242.702,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
117,NeutralBakerBerryCharter,0,BakerBerryCharter,0,90,left,4,closed,closed,-1.910858,8.567772,96.37727,1.13826610752624,1246.447,yes,na,matisse348,inperson,NaN,NaN,1,0.942675159235669,invalid,Neutral
118,NeutralAllenSt,0,AllenSt,90,90,left,4,closed,closed,-3.967102,-1.643066,165.3499,0.9327393,1249.984,yes,na,matisse348,inperson,NaN,NaN,1,0.942675159235669,invalid,Neutral
119,Zimmerman,-100,Zimmerman,-190,-90,left,1,closed,closed,5.285429,3.211935,-264.7812,0.8771973,1253.395,no,no,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
120,PineEntrance,0,PineEntrance,90,90,right,1,closed,closed,-3.266418,5.576968,147.4679,0.6264648,1256.485,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
127,PineBackHall,180,PineBackHall,270,90,right,1,closed,closed,-3.4039,6.123019,345.1918,1.113892,1287.365,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
129,NeutralMaynard,0,Maynard,-90,-90,right,4,open,open,1.755563,2.795331,-143.6452,1.336426,1294.493,yes,na,matisse348,inperson,NaN,NaN,1,0.942675159235669,invalid,Neutral
130,NeutralRollinsChapel3,0,RollinsChapel3,87,-90,left,2,open,open,5.969974,2.271451,26.1485,0.9327393,1298.113,yes,na,matisse348,inperson,NaN,NaN,0.866666666666667,0.942675159235669,valid,Neutral
131,BakerBerryCharter,-90,BakerBerryCharter,0,90,right,1,closed,closed,-5.319733,2.293424,80.74877,1.113892,1301.942,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
133,BakerBerryHistoric2,180,BakerBerryHistoric2,90,-90,left,1,closed,closed,4.439191,3.79463,26.03397,1.127808,1308.833,unsure,unsure,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
134,NeutralHop2,0,Hop2,89,90,left,4,open,open,-1.50235,1.15218,139.0337,0.98480010752028,1312.731,yes,na,matisse348,inperson,NaN,NaN,1,0.942675159235669,invalid,Neutral
136,NeutralZimmerman,0,Zimmerman,-190,-90,right,4,closed,closed,7.129181,0.3455189,-248.5895,1.02433906817932,1320.681,no,na,matisse348,inperson,NaN,NaN,1,0.942675159235669,invalid,Neutral
139,RollinsChapel3,177,RollinsChapel3,267,90,right,1,closed,closed,-2.426453,2.336425,325.0538,1.183472,1331.081,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
140,Fairbanks,0,Fairbanks,90,90,right,1,closed,closed,-3.31192,0.2317385,151.3599,1.587158,1335.453,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
142,NeutralRaunerBackHall,0,RaunerBackHall,90,90,right,2,open,open,-3.993378,2.547539,158.8297,1.40625,1342.985,no,na,matisse348,inperson,NaN,NaN,0.866666666666667,0.942675159235669,valid,Neutral
143,NeutralFairbanks,0,Fairbanks,-90,-90,left,2,open,open,7.185798,5.02938,-153.127,1.447998,1346.897,yes,na,matisse348,inperson,NaN,NaN,0.866666666666667,0.942675159235669,valid,Neutral
145,NeutralPineBackHall,0,PineBackHall,90,-90,right,4,open,open,5.410595,3.1312,8.832886,1.12162506818111,1353.858,yes,na,matisse348,inperson,NaN,NaN,1,0.942675159235669,invalid,Neutral
146,NeutralHop2,0,Hop2,-91,-90,left,2,closed,closed,5.131689,-1.296295,-154.0471,1.141846,1357.645,yes,na,matisse348,inperson,NaN,NaN,0.866666666666667,0.942675159235669,valid,Neutral
148,Umplebys,-50,Umplebys,40,90,left,3,closed,closed,-2.694366,-0.9208069,103.076,1.183472,1365.803,yes,yes,matisse348,inperson,NaN,NaN,0.952380952380952,0.942675159235669,invalid,Same-scene
149,McLaughlinCluster,172,McLaughlinCluster,262,90,left,3,open,open,-3.113586,3.422352,337.8936,1.225342,1371.525,yes,yes,matisse348,inperson,NaN,NaN,0.952380952380952,0.942675159235669,invalid,Same-scene
153,Zimmerman,-100,Zimmerman,-190,-90,left,1,closed,closed,5.302952,-0.04238892,-255.7067,1.072388,1387.801,no,no,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
154,NeutralMaynard,0,Maynard,-90,-90,left,2,open,open,4.747077,-1.401154,-157.5198,1.15564,1391.267,yes,na,matisse348,inperson,NaN,NaN,0.866666666666667,0.942675159235669,valid,Neutral
155,BakerBerryCharter,-90,BakerBerryCharter,-180,-90,left,1,open,open,4.263111,-1.508698,-241.7959,1.460815,1394.957,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
156,NeutralPineEntrance,0,PineEntrance,-90,-90,right,4,open,open,2.571851,0.4596834,-158.0559,1.42718506818439,1399.147,yes,na,matisse348,inperson,NaN,NaN,1,0.942675159235669,invalid,Neutral
157,NeutralMooreLot,0,MooreLot,270,90,left,4,open,open,-0.7357788,6.697521,340.3294,1.59807710752594,1403.561,unsure,na,matisse348,inperson,NaN,NaN,1,0.942675159235669,invalid,Neutral
158,RaunerFirst,0,RaunerFirst,-90,-90,left,1,closed,closed,5.758894,4.174665,-155.4949,1.002563,1407.181,yes,yes,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
161,NeutralBakerBerryCharter,0,BakerBerryCharter,-180,-90,right,4,open,open,2.918992,2.116551,-244.1807,0.996609068180812,1448.957,yes,na,matisse348,inperson,NaN,NaN,1,0.942675159235669,invalid,Neutral
162,NeutralZimmerman,0,Zimmerman,-10,90,left,4,open,open,-2.994202,1.160877,58.79985,1.22522,1452.8,no,na,matisse348,inperson,NaN,NaN,1,0.942675159235669,invalid,Neutral
165,NeutralRaunerFirst,0,RaunerFirst,-90,-90,left,2,closed,closed,1.542632,3.065474,-145.4581,1.085938,1463.395,yes,na,matisse348,inperson,NaN,NaN,0.866666666666667,0.942675159235669,valid,Neutral
167,NeutralZimmerman,0,Zimmerman,-10,90,right,2,open,open,-6.442322,-3.005859,49.34053,1.044189,1472.458,no,na,matisse348,inperson,NaN,NaN,0.866666666666667,0.942675159235669,valid,Neutral
168,BakerBerryCharter,-90,BakerBerryCharter,-180,-90,right,3,open,open,4.935356,6.346201,-243.9361,1.169678,1476.078,yes,yes,matisse348,inperson,NaN,NaN,0.952380952380952,0.942675159235669,invalid,Same-scene
170,NeutralPineEntrance,0,PineEntrance,-90,-90,left,2,open,open,5.27737,6.768523,-160.4725,1.350464,1483.359,yes,na,matisse348,inperson,NaN,NaN,0.866666666666667,0.942675159235669,valid,Neutral
171,NeutralHop4,0,Hop4,-93,-90,left,2,open,open,3.223616,6.366748,-157.8552,0.8492432,1486.366,yes,na,matisse348,inperson,NaN,NaN,0.866666666666667,0.942675159235669,valid,Neutral
172,PineBackHall,180,PineBackHall,90,-90,right,3,open,open,0.9191098,9.911898,30.10117,1.113892,1490.265,yes,yes,matisse348,inperson,NaN,NaN,0.952380952380952,0.942675159235669,invalid,Same-scene
175,MooreLot,180,MooreLot,90,-90,left,1,closed,closed,3.125717,8.448499,33.54578,0.947876,1501.362,unsure,unsure,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
176,RaunerFirst,0,RaunerFirst,-90,-90,right,3,closed,closed,3.856631,7.446782,-150.8755,1.06598906818141,1505.189,yes,yes,matisse348,inperson,NaN,NaN,0.952380952380952,0.942675159235669,invalid,Same-scene
177,MooreLot,180,MooreLot,90,-90,right,3,closed,closed,0.7506873,11.47108,25.60342,1.183472,1508.865,unsure,unsure,matisse348,inperson,NaN,NaN,0.952380952380952,0.942675159235669,invalid,Same-scene
179,Zimmerman,-100,Zimmerman,-10,90,right,1,open,open,-0.2018127,4.222813,56.76469,0.8632813,1515.701,no,no,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
180,NeutralMooreLot,0,MooreLot,90,-90,right,4,closed,closed,3.433709,13.86099,23.05441,1.05201906818647,1519.39,unsure,na,matisse348,inperson,NaN,NaN,1,0.942675159235669,invalid,Neutral
185,Neutral53Commons,0,53Commons,90,90,left,4,open,open,-3.972961,3.284449,150.6984,1.364502,1536.389,yes,na,matisse348,inperson,NaN,NaN,1,0.942675159235669,invalid,Neutral
186,NeutralUmplebys,0,Umplebys,40,90,left,4,closed,closed,-0.242981,-0.0456543,93.6033,0.9327393,1539.8,yes,na,matisse348,inperson,NaN,NaN,1,0.942675159235669,invalid,Neutral
188,Zimmerman,-100,Zimmerman,-10,90,right,1,open,open,-2.360931,1.531514,44.63775,0.8773193,1545.87,no,no,matisse348,inperson,NaN,NaN,0.945945945945946,0.942675159235669,valid,Same-scene
191,NeutralBakerBerry2nd,0,BakerBerry2nd,4,-90,right,4,closed,closed,6.18995,8.923846,-49.54385,0.9746094,1556.242,yes,na,matisse348,inperson,NaN,NaN,1,0.942675159235669,invalid,Neutral
194,NeutralRaunerFirst,0,RaunerFirst,-90,-90,right,4,closed,closed,3.848695,5.642087,-148.9808,1.03827106818558,1566.086,yes,na,matisse348,inperson,NaN,NaN,1,0.942675159235669,invalid,Neutral
3,Hop2,-1,Hop2,89,90,left,3,open,open,-0.2272339,23.64606,156.2019,2.589478,888.5654,yes,yes,matisse360,inperson,NaN,NaN,0.885714285714286,0.857843137254902,invalid,Same-scene
4,NeutralFairbanks,0,Fairbanks,90,90,left,4,closed,closed,0.0929765,30.79615,156.2742,2.533936,901.5678,yes,na,matisse360,inperson,NaN,NaN,0.8,0.857843137254902,invalid,Neutral
5,NeutralBakerBerryHistoric2,0,BakerBerryHistoric2,90,-90,right,4,closed,closed,-4.545227,26.10104,122.2489,2.5056182857149,910.3906,unsure,na,matisse360,inperson,NaN,NaN,0.8,0.857843137254902,invalid,Neutral
6,PineEntrance,0,PineEntrance,-90,-90,left,1,open,open,-7.553131,27.78357,-57.4972,2.212545285714,918.1592,no,no,matisse360,inperson,NaN,NaN,0.86,0.857843137254902,valid,Same-scene
7,AllenSt,0,AllenSt,90,90,right,1,closed,closed,0.7681834,32.39631,148.959,2.700989,925.2458,yes,yes,matisse360,inperson,NaN,NaN,0.86,0.857843137254902,valid,Same-scene
